"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","625bd628bbe7",,,,"User:","root"
"Cmdline:","dstat -Ta --noupdate --noheader --vmstat --output /root/dstat_logs//dstat-1537970409.log 10",,,,"Date:","26 Sep 2018 14:00:09 UTC"

"epoch","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,
1537970509.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9011.200,0.0,0.0,0.0,0.0,62.400,98.0,0.0,0.0,0.0,341622784.0,109387776.0,1501638656.0,1992937472.0,0.0,0.0,0.0,9011.200,62.400,98.0,0.0,0.0,100.0,0.0,0.0,0.0
1537970519.353,0.150,0.0,99.850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.300,113.300,0.0,0.0,0.0,341622784.0,109387776.0,1501638656.0,1992937472.0,0.0,0.0,0.0,0.0,72.300,113.300,0.150,0.0,99.850,0.0,0.0,0.0
1537970529.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,57.200,91.800,0.0,0.0,0.0,341622784.0,109387776.0,1501638656.0,1992937472.0,0.0,0.0,0.0,819.200,57.200,91.800,0.0,0.0,100.0,0.0,0.0,0.0
1537970539.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.500,89.0,0.0,0.0,0.0,341622784.0,109387776.0,1501638656.0,1992937472.0,0.0,0.0,0.0,0.0,54.500,89.0,0.0,0.0,100.0,0.0,0.0,0.0
1537970549.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,54.300,91.200,0.0,0.0,0.0,341684224.0,109391872.0,1501638656.0,1992871936.0,0.0,0.0,0.0,2457.600,54.300,91.200,0.0,0.0,100.0,0.0,0.0,0.0
1537970559.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.100,98.400,0.0,0.0,0.0,341684224.0,109391872.0,1501638656.0,1992871936.0,0.0,0.0,0.0,0.0,61.100,98.400,0.0,0.0,100.0,0.0,0.0,0.0
1537970569.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.500,92.500,0.0,0.0,0.0,341557248.0,109391872.0,1501638656.0,1992998912.0,0.0,0.0,0.0,819.200,60.500,92.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970579.350,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.900,101.200,0.0,0.0,0.0,341553152.0,109391872.0,1501642752.0,1992998912.0,0.0,0.0,0.0,0.0,61.900,101.200,0.0,0.0,100.0,0.0,0.0,0.0
1537970589.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,62.600,97.500,0.0,0.0,0.0,341553152.0,109391872.0,1501642752.0,1992998912.0,0.0,0.0,0.0,2457.600,62.600,97.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970599.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,98.500,0.0,0.0,0.0,341553152.0,109391872.0,1501642752.0,1992998912.0,0.0,0.0,0.0,0.0,62.0,98.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970609.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,56.0,92.500,0.0,0.0,0.0,341553152.0,109391872.0,1501642752.0,1992998912.0,0.0,0.0,0.0,1638.400,56.0,92.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970619.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.500,95.700,0.0,0.0,0.0,341553152.0,109391872.0,1501642752.0,1992998912.0,0.0,0.0,0.0,0.0,58.500,95.700,0.0,0.0,100.0,0.0,0.0,0.0
1537970629.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,58.300,94.900,0.0,0.0,0.0,341549056.0,109395968.0,1501642752.0,1992998912.0,0.0,0.0,0.0,4915.200,58.300,94.900,0.0,0.0,100.0,0.0,0.0,0.0
1537970639.354,0.100,0.100,99.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.300,104.400,0.0,0.0,0.0,341549056.0,109395968.0,1501642752.0,1992998912.0,0.0,0.0,0.0,0.0,63.300,104.400,0.100,0.100,99.800,0.0,0.0,0.0
1537970649.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,65.300,100.600,0.0,0.0,0.0,341549056.0,109395968.0,1501642752.0,1992998912.0,0.0,0.0,0.0,819.200,65.300,100.600,0.0,0.0,100.0,0.0,0.0,0.0
1537970659.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,62.300,97.700,0.0,0.0,0.0,341508096.0,109395968.0,1501642752.0,1993039872.0,0.0,0.0,0.0,1638.400,62.300,97.700,0.0,0.0,100.0,0.0,0.0,0.0
1537970669.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,57.900,94.300,0.0,0.0,0.0,341504000.0,109400064.0,1501642752.0,1993039872.0,0.0,0.0,0.0,2457.600,57.900,94.300,0.0,0.0,100.0,0.0,0.0,0.0
1537970679.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,97.500,0.0,0.0,0.0,341504000.0,109400064.0,1501642752.0,1993039872.0,0.0,0.0,0.0,0.0,59.0,97.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970689.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.200,95.200,0.0,0.0,0.0,341504000.0,109400064.0,1501642752.0,1993039872.0,0.0,0.0,0.0,819.200,60.200,95.200,0.0,0.0,100.0,0.0,0.0,0.0
1537970699.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.900,98.800,0.0,0.0,0.0,341471232.0,109400064.0,1501642752.0,1993072640.0,0.0,0.0,0.0,0.0,60.900,98.800,0.0,0.0,100.0,0.0,0.0,0.0
1537970709.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,58.800,95.100,0.0,0.0,0.0,341467136.0,109404160.0,1501642752.0,1993072640.0,0.0,0.0,0.0,2457.600,58.800,95.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970719.349,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,102.700,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,0.0,63.0,102.700,0.0,0.0,100.0,0.0,0.0,0.0
1537970729.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,56.300,93.500,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,819.200,56.300,93.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970739.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.700,94.500,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,0.0,57.700,94.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970749.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,59.0,95.800,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,2457.600,59.0,95.800,0.0,0.0,100.0,0.0,0.0,0.0
1537970759.353,0.100,0.0,99.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.500,103.600,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,0.0,63.500,103.600,0.100,0.0,99.900,0.0,0.0,0.0
1537970769.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,62.800,99.900,0.0,0.0,0.0,337625088.0,109404160.0,1501642752.0,1996914688.0,0.0,0.0,0.0,819.200,62.800,99.900,0.0,0.0,100.0,0.0,0.0,0.0
1537970779.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.100,99.0,0.0,0.0,0.0,337620992.0,109404160.0,1501646848.0,1996914688.0,0.0,0.0,0.0,0.0,59.100,99.0,0.0,0.0,100.0,0.0,0.0,0.0
1537970789.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,56.900,93.700,0.0,0.0,0.0,337616896.0,109408256.0,1501646848.0,1996914688.0,0.0,0.0,0.0,2457.600,56.900,93.700,0.0,0.0,100.0,0.0,0.0,0.0
1537970799.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.100,96.500,0.0,0.0,0.0,337616896.0,109408256.0,1501646848.0,1996914688.0,0.0,0.0,0.0,0.0,58.100,96.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970809.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,57.800,94.600,0.0,0.0,0.0,337616896.0,109408256.0,1501646848.0,1996914688.0,0.0,0.0,0.0,1638.400,57.800,94.600,0.0,0.0,100.0,0.0,0.0,0.0
1537970819.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.300,94.300,0.0,0.0,0.0,337616896.0,109408256.0,1501646848.0,1996914688.0,0.0,0.0,0.0,0.0,56.300,94.300,0.0,0.0,100.0,0.0,0.0,0.0
1537970829.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,62.0,96.900,0.0,0.0,0.0,320724992.0,109412352.0,1501646848.0,2013802496.0,0.0,0.0,0.0,4915.200,62.0,96.900,0.0,0.0,100.0,0.0,0.0,0.0
1537970839.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.600,95.300,0.0,0.0,0.0,320724992.0,109412352.0,1501646848.0,2013802496.0,0.0,0.0,0.0,0.0,56.600,95.300,0.0,0.0,100.0,0.0,0.0,0.0
1537970849.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,57.300,94.100,0.0,0.0,0.0,320724992.0,109412352.0,1501646848.0,2013802496.0,0.0,0.0,0.0,819.200,57.300,94.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970859.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,61.600,99.100,0.0,0.0,0.0,320724992.0,109412352.0,1501646848.0,2013802496.0,0.0,0.0,0.0,1638.400,61.600,99.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970869.353,0.0,0.0,99.950,0.050,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,58.500,97.400,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,2457.600,58.500,97.400,0.0,0.0,99.950,0.050,0.0,0.0
1537970879.353,0.050,0.0,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,98.400,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,0.0,59.0,98.400,0.050,0.0,99.950,0.0,0.0,0.0
1537970889.354,0.100,0.0,99.900,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,63.600,103.600,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,819.200,63.600,103.600,0.100,0.0,99.900,0.0,0.0,0.0
1537970899.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.600,97.900,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,0.0,59.600,97.900,0.0,0.0,100.0,0.0,0.0,0.0
1537970909.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,58.100,96.400,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,2457.600,58.100,96.400,0.0,0.0,100.0,0.0,0.0,0.0
1537970919.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.300,91.900,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,0.0,56.300,91.900,0.0,0.0,100.0,0.0,0.0,0.0
1537970929.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,55.100,90.100,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,819.200,55.100,90.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970939.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.700,96.400,0.0,0.0,0.0,320720896.0,109416448.0,1501646848.0,2013802496.0,0.0,0.0,0.0,0.0,59.700,96.400,0.0,0.0,100.0,0.0,0.0,0.0
1537970949.354,0.050,0.100,99.750,0.100,0.0,0.0,22118.400,2457.600,0.0,0.0,0.0,0.0,71.500,117.600,0.0,0.0,0.400,320847872.0,109527040.0,1501646848.0,2013564928.0,0.0,0.0,22118.400,2457.600,71.500,117.600,0.050,0.100,99.750,0.100,0.0,0.0
1537970959.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.400,99.100,0.0,0.0,0.0,320847872.0,109527040.0,1501646848.0,2013564928.0,0.0,0.0,0.0,0.0,61.400,99.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970969.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.200,97.500,0.0,0.0,0.0,320847872.0,109527040.0,1501646848.0,2013564928.0,0.0,0.0,0.0,819.200,60.200,97.500,0.0,0.0,100.0,0.0,0.0,0.0
1537970979.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,57.200,93.100,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,24576.0,57.200,93.100,0.0,0.0,100.0,0.0,0.0,0.0
1537970989.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.800,90.400,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,54.800,90.400,0.0,0.0,100.0,0.0,0.0,0.0
1537970999.353,0.050,0.0,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,107.500,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,66.0,107.500,0.050,0.0,99.950,0.0,0.0,0.0
1537971009.354,0.100,0.0,99.900,0.0,0.0,0.0,0.0,21299.200,0.0,0.0,0.0,0.0,67.200,106.200,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,21299.200,67.200,106.200,0.100,0.0,99.900,0.0,0.0,0.0
1537971019.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,60.600,97.700,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,4915.200,60.600,97.700,0.0,0.0,100.0,0.0,0.0,0.0
1537971029.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.800,94.800,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,58.800,94.800,0.0,0.0,100.0,0.0,0.0,0.0
1537971039.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.600,92.900,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,56.600,92.900,0.0,0.0,100.0,0.0,0.0,0.0
1537971049.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,60.100,95.900,0.0,0.0,0.0,320462848.0,109527040.0,1501650944.0,2013945856.0,0.0,0.0,0.0,2457.600,60.100,95.900,0.0,0.0,100.0,0.0,0.0,0.0
1537971059.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,54.500,90.300,0.0,0.0,0.0,320454656.0,109535232.0,1501650944.0,2013945856.0,0.0,0.0,0.0,2457.600,54.500,90.300,0.0,0.0,100.0,0.0,0.0,0.0
1537971069.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.600,96.500,0.0,0.0,0.0,320454656.0,109535232.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,59.600,96.500,0.0,0.0,100.0,0.0,0.0,0.0
1537971079.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.800,95.0,0.0,0.0,0.0,320454656.0,109535232.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,57.800,95.0,0.0,0.0,100.0,0.0,0.0,0.0
1537971089.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,68.0,103.0,0.0,0.0,0.0,320454656.0,109535232.0,1501650944.0,2013945856.0,0.0,0.0,0.0,819.200,68.0,103.0,0.0,0.0,100.0,0.0,0.0,0.0
1537971099.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,62.600,100.600,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,3276.800,62.600,100.600,0.0,0.0,100.0,0.0,0.0,0.0
1537971109.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.800,95.0,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,58.800,95.0,0.0,0.0,100.0,0.0,0.0,0.0
1537971119.353,0.050,0.0,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.500,94.900,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,58.500,94.900,0.050,0.0,99.950,0.0,0.0,0.0
1537971129.353,0.050,0.050,99.900,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,62.700,101.600,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,1638.400,63.0,101.800,0.050,0.050,99.900,0.0,0.0,0.0
1537971139.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,61.0,98.100,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,2457.600,60.700,97.900,0.0,0.0,100.0,0.0,0.0,0.0
1537971149.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.400,93.200,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,56.400,93.200,0.0,0.0,100.0,0.0,0.0,0.0
1537971159.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.100,94.700,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,0.0,59.100,94.700,0.0,0.0,100.0,0.0,0.0,0.0
1537971169.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,56.400,93.0,0.0,0.0,0.0,320450560.0,109539328.0,1501650944.0,2013945856.0,0.0,0.0,0.0,819.200,56.400,93.0,0.0,0.0,100.0,0.0,0.0,0.0
1537971179.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,57.700,94.200,0.0,0.0,0.0,320442368.0,109543424.0,1501655040.0,2013945856.0,0.0,0.0,0.0,2457.600,57.700,94.200,0.0,0.0,100.0,0.0,0.0,0.0
1537971189.352,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.100,96.500,0.0,0.0,0.0,320442368.0,109543424.0,1501655040.0,2013945856.0,0.0,0.0,0.0,0.0,60.100,96.500,0.0,0.0,100.0,0.0,0.0,0.0
1537971199.354,0.050,0.0,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,96.500,0.0,0.0,0.0,320442368.0,109543424.0,1501655040.0,2013945856.0,0.0,0.0,0.0,0.0,59.0,96.500,0.050,0.0,99.950,0.0,0.0,0.0
1537971209.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,56.300,92.600,0.0,0.0,0.0,320442368.0,109543424.0,1501655040.0,2013945856.0,0.0,0.0,0.0,1638.400,56.300,92.600,0.0,0.0,100.0,0.0,0.0,0.0
1537971219.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,57.200,93.100,0.0,0.0,0.0,320438272.0,109547520.0,1501655040.0,2013945856.0,0.0,0.0,0.0,4915.200,57.200,93.100,0.0,0.0,100.0,0.0,0.0,0.0
1537971229.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.200,96.100,0.0,0.0,0.0,320438272.0,109547520.0,1501655040.0,2013945856.0,0.0,0.0,0.0,0.0,58.200,96.100,0.0,0.0,100.0,0.0,0.0,0.0
1537971239.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.100,94.900,0.0,0.0,0.0,320438272.0,109547520.0,1501655040.0,2013945856.0,0.0,0.0,0.0,0.0,58.100,94.900,0.0,0.0,100.0,0.0,0.0,0.0
1537971249.353,0.100,0.0,99.900,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,65.700,106.900,0.0,0.0,0.0,320421888.0,109547520.0,1501655040.0,2013962240.0,0.0,0.0,0.0,2457.600,65.700,106.900,0.100,0.0,99.900,0.0,0.0,0.0
1537971259.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,57.800,95.500,0.0,0.0,0.0,320421888.0,109547520.0,1501655040.0,2013962240.0,0.0,0.0,0.0,2457.600,57.800,95.500,0.0,0.0,100.0,0.0,0.0,0.0
1537971269.354,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.800,89.700,0.0,0.0,0.0,320421888.0,109547520.0,1501655040.0,2013962240.0,0.0,0.0,0.0,0.0,53.800,89.700,0.0,0.0,100.0,0.0,0.0,0.0
1537971279.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.200,90.800,0.0,0.0,0.0,320421888.0,109547520.0,1501655040.0,2013962240.0,0.0,0.0,0.0,0.0,55.200,90.800,0.0,0.0,100.0,0.0,0.0,0.0
1537971289.353,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,55.300,90.200,0.0,0.0,0.0,320421888.0,109547520.0,1501655040.0,2013962240.0,0.0,0.0,0.0,819.200,55.300,90.200,0.0,0.0,100.0,0.0,0.0,0.0
