"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","625bd628bbe7",,,,"User:","root"
"Cmdline:","dstat -Ta --noupdate --noheader --vmstat --output /root/dstat_logs//dstat-1538056809.log 10",,,,"Date:","27 Sep 2018 14:00:09 UTC"

"epoch","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,
1538056899.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.200,101.600,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,0.0,63.200,101.600,0.0,0.0,100.0,0.0,0.0,0.0
1538056909.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,61.600,101.400,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,4096.0,61.600,101.400,0.0,0.0,100.0,0.0,0.0,0.0
1538056919.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,58.100,96.700,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,819.200,58.100,96.700,0.0,0.0,100.0,0.0,0.0,0.0
1538056929.442,0.0,0.050,99.950,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,59.0,96.900,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,819.200,59.0,96.900,0.0,0.050,99.950,0.0,0.0,0.0
1538056939.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,61.200,101.400,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,4096.0,61.200,101.400,0.0,0.0,100.0,0.0,0.0,0.0
1538056949.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.100,101.400,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,0.0,63.100,101.400,0.0,0.0,100.0,0.0,0.0,0.0
1538056959.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,57.0,95.100,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,819.200,57.0,95.100,0.0,0.0,100.0,0.0,0.0,0.0
1538056969.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.500,100.800,0.0,0.0,0.0,804892672.0,191074304.0,2746961920.0,202657792.0,0.0,0.0,0.0,819.200,60.500,100.800,0.050,0.0,99.950,0.0,0.0,0.0
1538056979.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,58.600,98.300,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,4915.200,58.600,98.300,0.0,0.0,100.0,0.0,0.0,0.0
1538056989.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.200,101.800,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,0.0,61.200,101.800,0.0,0.0,100.0,0.0,0.0,0.0
1538056999.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,65.500,109.500,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,819.200,65.500,109.500,0.050,0.0,99.950,0.0,0.0,0.0
1538057009.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6553.600,0.0,0.0,0.0,0.0,62.0,104.200,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,6553.600,62.0,104.200,0.0,0.0,100.0,0.0,0.0,0.0
1538057019.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.400,103.900,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,0.0,64.400,103.900,0.0,0.0,100.0,0.0,0.0,0.0
1538057029.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.400,99.100,0.0,0.0,0.0,804888576.0,191074304.0,2746966016.0,202657792.0,0.0,0.0,0.0,0.0,59.400,99.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057039.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,59.900,98.400,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,1638.400,59.900,98.400,0.0,0.0,100.0,0.0,0.0,0.0
1538057049.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,62.900,102.700,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,12288.0,62.900,102.700,0.050,0.0,99.950,0.0,0.0,0.0
1538057059.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.100,102.900,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,0.0,63.100,102.900,0.0,0.0,100.0,0.0,0.0,0.0
1538057069.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,99.0,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,0.0,61.0,99.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057079.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,59.600,99.700,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,4096.0,59.600,99.700,0.0,0.0,100.0,0.0,0.0,0.0
1538057089.442,0.100,0.0,99.900,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,63.700,105.600,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,819.200,63.700,105.600,0.100,0.0,99.900,0.0,0.0,0.0
1538057099.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.600,102.0,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,0.0,61.600,102.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057109.442,0.0,0.0,99.950,0.050,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,63.600,104.0,0.0,0.0,0.0,804884480.0,191074304.0,2746970112.0,202657792.0,0.0,0.0,0.0,3276.800,63.600,104.0,0.0,0.0,99.950,0.050,0.0,0.0
1538057119.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,64.500,105.800,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,819.200,64.500,105.800,0.050,0.0,99.950,0.0,0.0,0.0
1538057129.438,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.700,99.800,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,819.200,60.700,99.800,0.0,0.0,100.0,0.0,0.0,0.0
1538057139.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.400,103.500,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,0.0,62.400,103.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057149.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,59.100,100.500,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,4915.200,59.100,100.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057159.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,59.500,99.300,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,819.200,59.500,99.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057169.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,58.800,98.200,0.0,0.0,0.0,802217984.0,191074304.0,2746970112.0,205324288.0,0.0,0.0,0.0,819.200,58.800,98.200,0.0,0.0,100.0,0.0,0.0,0.0
1538057179.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,60.0,101.800,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,3276.800,60.0,101.800,0.0,0.0,100.0,0.0,0.0,0.0
1538057189.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.600,98.800,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,0.0,60.600,98.800,0.0,0.0,100.0,0.0,0.0,0.0
1538057199.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,59.100,97.400,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,819.200,59.100,97.400,0.0,0.0,100.0,0.0,0.0,0.0
1538057209.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,57.100,97.300,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,1638.400,57.100,97.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057219.442,0.100,0.0,99.900,0.0,0.0,0.0,0.0,9011.200,0.0,0.0,0.0,0.0,64.800,108.900,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,9011.200,64.800,108.900,0.100,0.0,99.900,0.0,0.0,0.0
1538057229.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.400,99.200,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,0.0,60.400,99.200,0.0,0.0,100.0,0.0,0.0,0.0
1538057239.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,62.200,102.600,0.0,0.0,0.0,802213888.0,191074304.0,2746974208.0,205324288.0,0.0,0.0,0.0,819.200,62.200,102.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057249.434,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,63.100,103.600,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,4096.0,63.100,103.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057259.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,105.0,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,0.0,63.0,105.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057269.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.600,104.700,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,0.0,64.600,104.700,0.0,0.0,100.0,0.0,0.0,0.0
1538057279.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,62.100,102.100,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,1638.400,62.100,102.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057289.442,0.0,0.050,99.950,0.0,0.0,0.0,0.0,11468.800,0.0,0.0,0.0,0.0,61.500,101.300,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,11468.800,61.500,101.300,0.0,0.050,99.950,0.0,0.0,0.0
1538057299.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.300,99.0,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,0.0,60.300,99.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057309.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.500,95.900,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,0.0,58.500,95.900,0.0,0.0,100.0,0.0,0.0,0.0
1538057319.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,56.600,94.500,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,4096.0,56.600,94.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057329.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,58.500,97.300,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,819.200,58.500,97.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057339.442,0.100,0.0,99.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.500,107.300,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,0.0,64.500,107.300,0.100,0.0,99.900,0.0,0.0,0.0
1538057349.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,63.400,105.0,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,3276.800,63.400,105.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057359.440,0.050,0.0,99.950,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,64.500,104.800,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,819.200,64.500,104.800,0.050,0.0,99.950,0.0,0.0,0.0
1538057369.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,60.100,99.700,0.0,0.0,0.0,802209792.0,191074304.0,2746978304.0,205324288.0,0.0,0.0,0.0,819.200,60.100,99.700,0.0,0.0,100.0,0.0,0.0,0.0
1538057379.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.800,104.600,0.0,0.0,0.0,802205696.0,191074304.0,2746982400.0,205324288.0,0.0,0.0,0.0,0.0,64.800,104.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057389.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,0.0,0.0,0.0,0.0,59.0,98.700,0.0,0.0,0.0,802205696.0,191074304.0,2746982400.0,205324288.0,0.0,0.0,0.0,4915.200,59.0,98.700,0.0,0.0,100.0,0.0,0.0,0.0
1538057399.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,59.600,99.200,0.0,0.0,0.0,802205696.0,191074304.0,2746982400.0,205324288.0,0.0,0.0,0.0,819.200,59.600,99.200,0.0,0.0,100.0,0.0,0.0,0.0
1538057409.442,0.050,0.050,99.800,0.100,0.0,0.0,199884.800,1638.400,0.0,0.0,0.0,0.0,101.0,122.800,0.0,0.0,0.400,802418688.0,191877120.0,2747031552.0,204259328.0,0.0,0.0,199884.800,1638.400,101.0,122.800,0.050,0.050,99.800,0.100,0.0,0.0
1538057419.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25395.200,0.0,0.0,0.0,0.0,67.700,110.500,0.0,0.0,0.0,802418688.0,191877120.0,2747031552.0,204259328.0,0.0,0.0,0.0,25395.200,67.700,110.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057429.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.900,98.600,0.0,0.0,0.0,802418688.0,191877120.0,2747031552.0,204259328.0,0.0,0.0,0.0,0.0,61.900,98.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057439.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,63.900,104.0,0.0,0.0,0.0,802418688.0,191877120.0,2747031552.0,204259328.0,0.0,0.0,0.0,1638.400,63.900,104.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057449.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,61.400,99.800,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,819.200,61.400,99.800,0.0,0.0,100.0,0.0,0.0,0.0
1538057459.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,26214.400,0.0,0.0,0.0,0.0,71.200,113.800,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,26214.400,71.200,113.800,0.050,0.0,99.950,0.0,0.0,0.0
1538057469.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.800,101.900,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,0.0,62.800,101.900,0.0,0.0,100.0,0.0,0.0,0.0
1538057479.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,61.400,101.600,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,1638.400,61.400,101.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057489.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7372.800,0.0,0.0,0.0,0.0,61.600,101.300,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,7372.800,61.600,101.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057499.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,61.200,100.100,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,4096.0,61.200,100.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057509.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.500,98.400,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,0.0,60.500,98.400,0.0,0.0,100.0,0.0,0.0,0.0
1538057519.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.400,101.0,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,0.0,61.400,101.0,0.0,0.0,100.0,0.0,0.0,0.0
1538057529.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,61.400,100.600,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,4096.0,61.400,100.600,0.0,0.0,100.0,0.0,0.0,0.0
1538057539.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,62.200,101.800,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,819.200,62.200,101.800,0.0,0.0,100.0,0.0,0.0,0.0
1538057549.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.100,102.700,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,0.0,62.100,102.700,0.0,0.0,100.0,0.0,0.0,0.0
1538057559.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,59.200,97.100,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,3276.800,59.200,97.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057569.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.600,99.200,0.0,0.0,0.0,802414592.0,191877120.0,2747035648.0,204259328.0,0.0,0.0,0.0,0.0,59.600,99.200,0.0,0.0,100.0,0.0,0.0,0.0
1538057579.442,0.100,0.0,99.900,0.0,0.0,0.0,0.0,2457.600,0.0,0.0,0.0,0.0,65.700,108.0,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,2457.600,65.700,108.0,0.100,0.0,99.900,0.0,0.0,0.0
1538057589.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.700,100.300,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,0.0,62.700,100.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057599.442,0.050,0.0,99.950,0.0,0.0,0.0,0.0,9011.200,0.0,0.0,0.0,0.0,70.0,117.400,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,9011.200,70.0,117.400,0.050,0.0,99.950,0.0,0.0,0.0
1538057609.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.900,98.500,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,0.0,57.900,98.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057619.442,0.050,0.050,99.900,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,64.200,103.300,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,1638.400,64.200,103.300,0.050,0.050,99.900,0.0,0.0,0.0
1538057629.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3276.800,0.0,0.0,0.0,0.0,61.400,101.300,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,3276.800,61.400,101.300,0.0,0.0,100.0,0.0,0.0,0.0
1538057639.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,103.500,0.0,0.0,0.0,802410496.0,191877120.0,2747039744.0,204259328.0,0.0,0.0,0.0,0.0,64.0,103.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057649.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1638.400,0.0,0.0,0.0,0.0,62.200,102.900,0.0,0.0,0.0,802406400.0,191877120.0,2747043840.0,204259328.0,0.0,0.0,0.0,1638.400,62.200,102.900,0.0,0.0,100.0,0.0,0.0,0.0
1538057659.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,0.0,0.0,0.0,0.0,62.800,103.100,0.0,0.0,0.0,802406400.0,191877120.0,2747043840.0,204259328.0,0.0,0.0,0.0,819.200,62.800,103.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057669.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6553.600,0.0,0.0,0.0,0.0,59.800,98.500,0.0,0.0,0.0,802406400.0,191877120.0,2747043840.0,204259328.0,0.0,0.0,0.0,6553.600,59.800,98.500,0.0,0.0,100.0,0.0,0.0,0.0
1538057679.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.900,104.100,0.0,0.0,0.0,802406400.0,191877120.0,2747043840.0,204259328.0,0.0,0.0,0.0,0.0,64.900,104.100,0.0,0.0,100.0,0.0,0.0,0.0
1538057689.442,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.200,94.600,0.0,0.0,0.0,802406400.0,191877120.0,2747043840.0,204259328.0,0.0,0.0,0.0,0.0,56.200,94.600,0.0,0.0,100.0,0.0,0.0,0.0
